PC 1,PC 2,PC 3
-0.2533281440623548,1.6471781104105634,-1.034419451599092
-0.23450312497579354,1.6483158989367368,-1.0340257173470928
2.7712729253900124,1.6849276887739681,1.2506586754155304
-0.17436405430868526,-0.864962250974594,0.6148831992394677
-0.14271905403518861,-1.6780415855324984,-0.10311454079298712
-0.1315011963060048,0.27951530373932665,-1.5112862000725136
-0.3390762491222364,0.9766304315613946,1.822833342865339
-0.1567752542620147,-1.5188069685029362,0.41884923992566847
-0.14093483911317467,-1.6780111627166672,-0.10313014559215043
-0.15334365062823413,-1.5287849062447638,-0.09307364380490145
-0.08924577231700283,-1.6648367828924968,0.3917337119074402
0.21352180065820914,-1.464318867599494,-0.25327466111307945
-0.2948626526728688,0.5027578170527168,1.0917619909334393
-0.17451464330680017,-0.8649692935729132,0.6148814571884399
-0.13280019974262067,0.27944954559555035,-1.5113046505616545
-0.1333737897814088,1.8089020390705706,0.9328272102490516
-0.21878533890165403,-0.3911045514289046,1.3459485924075194
-0.13236235510688496,0.2794611513091568,-1.5113056498054849
-0.2529426518553702,1.6471985597987397,-1.0344133370489488
-0.24459478292333325,1.6478256897899388,-1.0341549377926338
-0.07441478140700872,-1.476451956712085,-0.25569442832479
2.9868772386087126,0.32449494442739646,-1.544159900353999
-0.17106219727170777,-0.8647896029212833,0.6149338582952175
-0.12924671468978913,0.27960194249008596,-1.5112729693446605
-0.1321364935721034,0.27946043435550433,-1.5113107480508345
-0.2516367512544451,1.647303527329763,-1.034368223115487
-0.19414388112462935,-0.6515922892943576,0.36078557431132796
-0.22132175982708457,-0.24709238706467937,0.013358470281598594
-0.13219911617382082,0.27948093700227805,-1.5112954544607888
-0.25332349735670323,1.6471782124205707,-1.0344194766675125
-0.13278024809185435,0.2794510250118953,-1.511304046271196
-0.253305738393868,1.6471792866850203,-1.0344191046091948
-0.1328786904486499,0.27944753860896804,-1.5113044211685152
-0.21888615281818666,-0.3911110565323852,1.3459462022638806
0.7417083344038267,0.3248994900445279,-1.4980764428097455
-0.3428822868086154,1.1205880498866185,0.49023183546452276
0.2395760936047966,-1.4602305465829517,-0.25101139049602844
0.25387069032634274,-0.843386111002173,0.6208959632270457
0.1489729628580723,0.29380400759479464,-1.5072405686319053
-0.1325920834874388,0.27946497743089804,-1.511298347190127
-0.12760613589455766,0.279699435817879,-1.511239793144654
-0.13252214057207495,0.27946482729672206,-1.511299876829753
-0.16912199941413045,-1.859772367082388,0.13502097358273005
-0.12670264131813835,0.2799118676779106,-1.5111130048186685
-0.13294310655503572,0.2794436859241826,-1.5113057406801893
-0.18130127988655062,-0.8662706138732381,0.3835904687114379
-0.10935635842678953,0.280508918512507,-1.5110587576742411
-0.13157874874889156,0.2795163450100507,-1.5112839059848546
-0.13189055590050985,0.27949213503562265,-1.5112940946860698
-0.25112626946786243,1.6472831642485488,-1.034392558712413
-0.19603124509017233,-0.3894076311728636,1.3466443953625564
1.8482194684635391,0.3823999010843683,-1.481343760708717
-0.3389577797685441,0.976639216072525,1.8228369310346082
-0.1743205929116208,-0.8649590283088644,0.614884515587064
-0.12881208814249004,0.27962668902032883,-1.5112649196595709
-0.1326219812278932,0.27946324563913916,-1.5112989210840402
-0.13302395452441307,0.2794424869246675,-1.5113049108402863
-0.32101185157035284,0.8489069559831912,1.709029729800932
-0.13218449238971208,0.2794850126552766,-1.5112929666400632
-0.16175407752055515,-1.9798195274604369,-0.5498913270214961
0.15961682631464796,0.30114247687493595,-1.5024410345368164
-0.13288907931641533,0.2794482915751364,-1.5113036944706608
-0.253222763474221,0.504682469350251,1.0922281590109268
-0.1326962614906038,0.27945959094070066,-1.5112999039963173
-0.18272418317095357,1.618296000286788,1.2653769113962057
0.021341633057457537,0.283612443493374,-1.5116036951942833
-0.17440790880222734,-0.8649655027884569,0.6148818709858611
-0.12571174593790033,0.27982185455491543,-1.5111947559015775
-0.18342418284256934,1.618244095260598,1.265355709986467
-0.30710234435485073,0.5012179350645891,0.8604191734577374
-0.24685521502612817,1.6474543248874067,-1.03436269046013
-0.25151540608319634,1.6472649825532262,-1.0343970486767198
0.14958943808333205,1.6770544782373935,-1.0222159876457677
-0.13286430456014148,0.27944479221870316,-1.511306592151855
-0.13068608148324715,0.2794952133384298,-1.5113165645153308
-0.1322823467921003,0.2794732935680129,-1.5112989815275595
-0.2184041449832687,-0.39106658331524363,1.3459667707336902
-0.33937909813167916,0.976618647613151,1.8228314660261729
-0.15982365465395398,-0.8643046851402804,0.6150360622432296
-0.11195243135852827,-1.4783136332425457,-0.2562012408155447
-0.17380072943658792,-0.8649330995248854,0.6148916344391488
-0.1605734020712752,-0.07321990349679604,0.5846551329360383
-0.3392781947491627,0.976621278812833,1.8228312060819902
-0.17412459953647297,-0.8649546830708917,0.6148834873198119
-0.1740997730360579,-0.8649712770425664,0.6148716368948305
-0.17477627657127928,-0.8649827508821464,0.6148775955115863
-0.2190844852943614,-0.39111703059843117,1.3459461647615982
-0.22522427731522435,1.648485809612045,-1.0340988747455726
-0.2518252235734903,1.6472410393082433,-1.0344070956313556
-0.1325450412862423,0.27946749535780413,-1.5112975856703514
-0.1326099983422735,0.27947383672806403,-1.5112919253265233
-0.18367871059968613,-1.0973636464337186,-0.1843097662764585
-0.12924971165353283,0.27959423920538884,-1.5112781742877448
-0.33923890270160967,0.9766263753963407,1.8228338885345712
-0.11249360926835496,-1.4783052488381774,-0.2561844677578558
-0.17387674048897034,-0.8649377596881882,0.6148899994873515
